1574,SLO,Peter KAUZER,1983
1575,CHN,Xin QUAN,1996
1576,SUI,Martin DOUGOUD,1991
1577,POL,Krzysztof MAJERCZAK,1997
1578,SVK,Jakub GRIGAR,1997
1579,CAN,Michael TAYLER,1992
1580,BEL,Gabriel DE COSTER,2000
1581,JPN,Kazuya ADACHI,1990
1582,NZL,Callum GILBERT,1996
1583,MAR,Mathis SOUDI,1999
1584,ESP,David LLORENTE,1996
1585,CZE,Jiri PRSKAVEC,1993
1586,BRA,Pedro DA SILVA,1993
1587,AUT,Felix OSCHMAUTZ,1999
1588,ARG,Lucas ROSSI,1994
1589,GBR,Bradley FORBES-CRYANS,1995
1590,USA,Michal SMOLEN,1993
1591,SWE,Erik HOLMER,
1592,CAN,Haley DANIELS,1990
1593,BRA,Ana SATILA,1996
1594,NZL,Luuka JONES,1988
1595,SLO,Alja KOZOROG,1996
1596,COK,Jane NICHOLAS,1992
1597,ESP,Nuria VILARRUBLA,1992
1598,GBR,Mallory FRANKLIN,1994
1599,CHN,Shi CHEN,1993
1600,CZE,Tereza FISEROVA,1998
1601,SVK,Monika SKACHOVA,1999
1602,ROC,Alsu MINAZOVA,1998
1603,FRA,Marjorie DELASSUS,1998
1604,AUT,Nadine WERATSCHNIG,1998
1605,POL,Aleksandra STACH,2000
1606,UKR,Viktoriia US,1993
1607,AUS,Jessica FOX,1994
1608,ITA,Marta BERTONCELLI,2001
1609,AND,Monica DORIA VILARRUBLA,1999
1610,USA,Evy LEIBFARTH,2004
1611,GER,Andrea HERZOG,1999
1612,JPN,Ayano SATO,1996
1613,SUI,Alena MARX,2000
1614,CZE,Katerina KUDEJOVA,1990
1615,MEX,Sofia REINOSO,1996
1616,ESP,Maialen CHOURRAUT,1983
1617,CAN,Florence MAHEU,1993
1618,GER,Ricarda FUNK,1992
1619,FRA,Marie-Zelia LAFONT,1987
1620,SUI,Naemi BRAENDLE,2001
1621,GBR,Kimberley WOODS,1995
1622,JPN,Aki YAZAWA,1991
1623,ITA,Stefanie HORN,1991
1624,POL,Klaudia Kinga ZWOLINSKA,1998
1625,AUT,Viktoria WOLFFHARDT,1994
1626,MAR,Celia JODAR,1988
1627,NED,Martina WEGMAN,1989
1628,SVK,Eliska MINTALOVA,1999
1629,TPE,Chu-Han CHANG,1993
1630,KAZ,Yekaterina SMIRNOVA,1988
1631,CHN,Tong LI,1988
1632,SLO,Eva TERCELJ,1992
1633,JPN,Takuya HANEDA,1987
1634,GER,Sideris TASIADIS,1990
1635,GBR,Adam BURGESS,1992
1636,CRO,Matija MARINIC,1990
1637,CZE,Lukas ROHAN,1995
1638,ESP,Ander ELOSEGI,1987
1639,KAZ,Alexandr KULIKOV,1997
1640,USA,Zachary LOKKEN,1994
1641,SUI,Thomas KOECHLIN,1991
1642,FRA,Martin THOMAS,1989
1643,AUS,Daniel WATKINS,1995
1644,SVK,Matej BENUS,1987
1645,CAN,Cameron SMEDLEY,1990
1646,IRL,Liam JEGOU,1996
1647,SLO,Benjamin SAVSEK,1987
1648,SEN,Jean Pierre Renan BOURHIS,1995
1649,POL,Grzegorz HEDWIG,1988
1650,CAN,Kate SANDERSON,2000
1651,GER,Leonie Antonia BECK,1997
1652,NED,Sharon VAN ROUWENDAAL,1993
1653,ESP,Paula RUIZ BRAVO,1999
1654,RSA,Michelle WEBER,1996
1655,AUS,Kareena LEE,1993
1656,ROC,Anastasiia KIRPICHNIKOVA,2000
1657,HUN,Anna OLASZ,1993
1658,ARG,Cecilia BIAGIOLI,1985
1659,FRA,Lara GRANGEON,1991
1660,GBR,Alice DEARING,1997
1661,ALG,Souad Nefissa CHEROUATI,1989
1662,SGP,Li-Shan Chantal LIEW,1998
1663,ECU,Samantha AREVALO,1994
1664,GER,Finnia WUNRAM,1995
1665,JPN,Yumi KIDA,1985
1666,UKR,Krystyna PANCHISHKO,1998
1667,ITA,Rachele BRUNI,1990
1668,CHN,Xin XIN,1996
1669,USA,Ashley TWICHELL,1989
1670,BRA,Ana Marcela CUNHA,1992
1671,POR,Angelica ANDRE,1994
1672,USA,Haley ANDERSON,1991
1673,VEN,Paola PEREZ,1991
1674,SLO,Spela PERSE,1996
1675,ITA,Mario SANZULLO,1993
1676,GER,Rob MUFFELS,1994
1677,GRE,Athanasios KYNIGAKIS,1998
1678,AUS,Kai EDWARDS,1998
1679,RSA,Michael MCGLYNN,2000
1680,ECU,David FARINANGO,2000
1681,USA,Jordan WILIMOVSKY,1994
1682,FRA,Marc-Antoine OLIVIER,1996
1683,KAZ,Jose Luis DEL VILLAR GALAN,1943
1684,ROC,Kirill ABROSIMOV,1991
1685,NED,Ferry WEERTMAN,1992
1686,NAM,Phillip SEIDLER,1998
1687,POR,Tiago CAMPOS,1999
1688,FRA,David AUBRY,1996
1689,JPN,Taishin MINAMIDE,1996
1690,CZE,Matej KOZUBEK,1996
1691,ISR,Matan RODITI,1998
1692,CAN,Hau-Li FAN,1997
1693,TUN,Oussama MELLOULI,1984
1694,GBR,Hector Thomas Cheal PARDOE,2001
1695,ESP,Alberto MARTINEZ,1998
1696,HUN,Kristof RASOVSZKY,1997
1697,ITA,Gregorio PALTRINIERI,1994
1698,HKG,William Yan THORLEY,2002
1699,GER,Florian WELLBROCK,1997
1700,MEX,Daniel DELGADILLO FAISAL,1989
1701,ROC,Andrey YUDIN,1996
1702,BLR,Ivan LITVINOVICH,
1703,NZL,Dylan SCHMIDT,1997
1704,JPN,Daiki KISHI,1994
1705,AUS,Dominic CLARKE,1997
1706,BLR,Uladzislau HANCHAROU,1995
1707,ROC,Dmitrii USHAKOV,1988
1708,CHN,Dong DONG,1989
1709,CHN,Xueying ZHU,1998
1710,JPN,Megu UYAMA,1996
1711,ROC,Susana KOCHESOK,1995
1712,CHN,Lingling LIU,1994
1713,GBR,Bryony PAGE,1990
1714,MEX,Dafne NAVARRO LOZA,1996
1715,CAN,Rosannagh MACLENNAN,1988
1716,USA,Nicole AHSINGER,1998
1717,KOR,Daehoon LEE,1992
1718,MLI,Seydou FOFANA,1993
1719,TUR,Hakan RECBER,1999
1720,UZB,Ulugbek RASHITOV,
1721,GBR,Bradly SINDEN,1998
1722,ESP,Javier PEREZ POLO,1996
1723,DOM,Bernardo PIE,1995
1724,CHN,Shuai ZHAO,1995
1725,BIH,Nedzad HUSIC,2001
1726,NZL,Tom BURNS,2000
1727,JPN,Ricardo SUZUKI,2000
1728,EGY,Abdelrahman Wael MAHMOUD ABOW,1995
1729,TPE,Yu-Jen HUANG,1997
1730,BEL,Jaouad ACHAB,1992
1731,BRA,Edival MARQUES QUIRINO PONTES,1997
1732,IRI,Mirhashem HOSSEINI,1998
1733,EOR,Abdullah Sediqi,1996
1734,TPE,Wei-Ting LIU,1995
1735,AUS,Jack MARTON,1992
1736,JOR,Saleh ELSHARABATY,1998
1737,EGY,Seif EISSA,1998
1738,BRA,Icaro Miguel MARTINS SOARES,1995
1739,UZB,Nikita RAFALOVICH,1993
1740,ESP,Raul MARTINEZ GARCIA,1991
1741,BUR,Faysal SAWADOGO,1996
1742,ROC,Maksim KHRAMTCOV,1998
1743,DOM,Moises Daniel HERNANDEZ ENCARNACION,1993
1744,MAR,Achraf MAHBOUBI,2000
1745,AZE,Milad BEIGI HARCHEGANI,1991
1746,ITA,Simone ALESSIO,2000
1747,CRO,Toni KANAET,1995
1748,NOR,Richard Andre ORDEMANN,1994
1749,CIV,Cheick Sallah Junior CISSE,1993
1750,AFG,Farzad MANSOURI,2002
1751,ROC,Vladislav LARIN,1995
1752,SLO,Ivan Konrad TRAJKOVIC,1991
1753,CUB,Rafael CASTILLO,1993
1754,KOR,Kyo Don IN,1992
1755,KAZ,Ruslan ZHAPAROV,1996
1756,GER,Alexander BACHMANN,1994
1757,MKD,Dejan GEORGIEVSKI,1999
1758,GAB,Anthony Mylann OBAME,1988
1759,MEX,Carlos SANSORES,1997
1760,NIG,Abdoulrazak ISSOUFOU ALFAGA,1994
1761,CHN,Hongyi SUN,1993
1762,TGA,Pita Nikolas TAUFATOFUA,1983
1763,CRO,Ivan SAPINA,1999
1764,GBR,Mahama CHO,1989
1765,CIV,Seydou GBANE,1992
1766,CIV,Aminata Charlene TRAORE,1999
1767,KOR,Dabin LEE,1996
1768,KEN,Faith OGALLO,1995
1769,UZB,Svetlana OSIPOVA,2000
1770,KAZ,Cansel DENIZ,1991
1771,DOM,Katherine Julissa RODRIGUEZ PEGUERO,1991
1772,TUR,Nafia KUS,1995
1773,GBR,Bianca WALKDEN,1991
1774,SRB,Milica MANDIC,1991
1775,CHN,Shuyin ZHENG,1994
1776,AUS,Reba STEWART,2001
1777,HON,Keyla Paola AVILA RAMIREZ,1990
1778,POL,Aleksandra KOWALCZUK,1996
1779,FRA,Althea LAURIN,2001
1780,MEX,Briseida ACOSTA,1993
1781,CRO,Matea JELIC,1997
1782,COD,Naomie KATOKA,1999
1783,FRA,Magda WIET HENIN,1995
1784,JOR,Julyana AL-SADEQ,1994
1785,HAI,Lauren LEE,2004
1786,TGA,Malia PASEKA,2000
1787,GBR,Lauren WILLIAMS,1999
1788,BRA,Milena TITONELI,1998
1789,CIV,Ruth Marie Christelle GBAGBI,1994
1790,UZB,Nigora TURSUNKULOVA,1999
1791,NGR,Elizabeth Oluchi ANYANACHO,1999
1792,CHN,Mengyu ZHANG,1998
1793,TUR,Nur TATAR,1992
1794,AZE,Farida AZIZOVA,1995
1795,USA,Paige MCPHERSON,1990
1796,EGY,Hedaya WAHBA,1993
1797,ROC,Tatiana KUDASHOVA,1997
1798,EOR,Kimia Alizadeh Zenozi,1998
1799,TUR,Hatice Kubra ILGUN,1993
1800,IRI,Nahid KIYANICHANDEH,1998
1801,USA,Anastasija ZOLOTIC,
1802,POL,Patrycja ADAMKIEWICZ,1998
1803,CAN,Skylar PARK,1999
1804,KOR,Ahreum LEE,1992
1805,CHN,Lijun ZHOU,1999
1806,GRE,Fani TZELI,
1807,JPN,Mayu HAMADA,1994
1808,MAR,Nada LAARAJ,2000
1809,AUS,Stacey HYMER,1999
1810,GBR,Jade JONES,1993
1811,CRC,Nishi Lee LINDO ALVAREZ,2002
1812,NIG,Tekiath BEN YESSOUF,1991
1813,TPE,Chia-Ling LO,2001
1814,IRI,Armin HADIPOUR SEIGHALANI,1994
1815,ESP,Adrian VICENTE YUNTA,1999
1816,HUN,Omar SALIM,2003
1817,POR,Rui BRAGANCA,1991
1818,ROC,Mikhail ARTAMONOV,1997
1819,ARG,Lucas GUZMAN,1994
1820,AUS,Safwan KHALIL,1986
1821,PHI,Kurt Bryan BARBOSA,1999
1822,ETH,Solomon DEMSE,1998
1823,COL,Jefferson Alfredo OCHOA FERNANDEZ,1996
1824,ITA,Vito DELL'AQUILA,2000
1825,KOR,Jun JANG,2000
1826,THA,Ramnarong SAWEKWIHAREE,1996
1827,JPN,Sergio SUZUKI,1994
1828,IRL,Jack WOOLLEY,1998
1829,TUN,Mohamed Khalil JENDOUBI,
1830,TPE,Po-Ya SU,1998
1831,VIE,Thi Kim Tuyen TRUONG,1997
1832,CHN,Jingyu WU,1987
1833,EOR,Dina Pouryounes Langeroudi,1992
1834,CAN,Yvette YONG,1990
1835,KOR,Jaeyoung SIM,1995
1836,PUR,Victoria STAMBAUGH,1993
1837,ISR,Abishag SEMBERG,
1838,MAR,Oumaima EL BOUCHTI,2000
1839,TUR,Rukiye YILDIRIM,1991
1840,EGY,Nour ABDELSALAM,1993
1841,ESP,Adriana CEREZO IGLESIAS,2003
1842,COL,Andrea RAMIREZ VARGAS,1998
1843,THA,Panipak WONGPATTANAKIT,1997
1844,CRO,Kristina TOMIC,1995
1845,SRB,Tijana BOGDANOVIC,1998
1846,JPN,Miyu YAMADA,1993
1847,NED,Laurine VAN RIESSEN,1987
1848,NED,Shanne BRASPENNINCX,1991
1849,LTU,Migle MAROZAITE,1996
1850,LTU,Simona KRUPECKAITE,1982
1851,MEX,Luz Daniela GAXIOLA GONZALEZ,1992
1852,MEX,Yuli VERDUGO OSUNA,1997
1853,POL,Marlena KARWACKA,1997
1854,POL,Urszula LOS,1994
1855,UKR,Liubov BASOVA,1988
1856,UKR,Olena STARIKOVA,1996
1857,NED,Jan-Willem VAN SCHIP,1994
1858,ESP,Sebastian MORA VEDRI,1988
1859,ESP,Albert TORRES BARCELO,1990
1860,USA,Adrian HEGYVARY,1984
1861,USA,Gavin HOOVER,1997
1862,CAN,Michael FOLEY,1999
1863,CAN,Derek GEE,1997
1864,AUS,Matthew RICHARDSON,1999
1865,NZL,Ethan MITCHELL,1991
1866,NED,Harrie LAVREYSEN,1997
1867,AUS,Nathan HART,1993
1868,JPN,Yudai NITTA,1986
1869,MAS,Muhammad Shah Firdaus SAHROM,1995
1870,CAN,Nick WAMMES,1999
1871,POL,Patryk RAJKOWSKI,1996
1872,JPN,Yuta WAKIMOTO,1989
1873,GER,Stefan BOETTICHER,1992
1874,CZE,Tomas BABEK,1987
1875,SUR,Jair TJON EN FA,1993
1876,FRA,Rayan HELAL,1999
1877,TTO,Nicholas PAUL,1998
1878,MAS,Azizulhasni AWANG,1988
1879,COL,Kevin Santiago QUINTERO CHAVARRO,1998
1880,ROC,Denis DMITRIEV,1986
1881,NED,Jeffrey HOOGLAND,1993
1882,RSA,Jean SPIES,1989
1883,GBR,Jason KENNY,1988
1884,GER,Maximilian LEVY,1987
1885,ROC,Pavel YAKUSHEVSKIY,1987
1886,TTO,Kwesi BROWNE,1994
1887,KAZ,Sergey PONOMARYOV,1998
1888,GBR,Jack CARLIN,1997
1889,NZL,Sam WEBSTER,1991
1890,CHN,Chao XU,1994
1891,POL,Mateusz RUDYK,1995
1892,FRA,Sebastien VIGIER,1997
1893,CAN,Hugo BARRETTE,1991
1894,NZL,Callum SAUNDERS,1995
1895,AUS,Matthew GLAETZER,1992
1896,NED,Matthijs BUCHLI,1992
1897,ROC,Ivan GLADYSHEV,2001
1898,HKG,Hoi Yan Jessica LEE,1990
1899,CHN,Shanju BAO,1997
1900,GBR,Katy MARCHANT,1993
1901,CAN,Kelsey MITCHELL,1993
1902,NZL,Ellesse ANDREWS,1999
1903,JPN,Yuka KOBAYASHI,1994
1904,ROC,Anastasiia VOINOVA,1993
1905,RSA,Charlene DU PREEZ,1987
1906,USA,Madalyn GODBY,1992
1907,CAN,Lauriane GENEST,1998
1908,HKG,Wai Sze LEE,1987
1909,FRA,Coralie DEMAY,1992
1910,AUS,Kaarle MCCULLOCH,1988
1911,GER,Emma HINZE,1997
1912,KOR,Hyejin LEE,1992
1913,ROC,Daria SHMELEVA,1994
1914,FRA,Mathilde GROS,1999
1915,CHN,Tianshi ZHONG,1991
1916,GER,Lea Sophie FRIEDRICH,2000
1917,NZL,Kirstie JAMES,1989
1918,GBR,Katie ARCHIBALD,1994
1919,GBR,Laura KENNY,1992
1920,DEN,Amalie DIDERIKSEN,1996
1921,DEN,Julie LETH,1992
1922,ROC,Gulnaz BADYKOVA,1994
1923,ROC,Mariia NOVOLODSKAIA,1999
1924,NED,Amy PIETERS,1991
1925,NED,Kirsten WILD,1982
1926,GRE,Christos VOLIKAKIS,1988
1927,BLR,Yauheni KARALIOK,1996
1928,NZL,Campbell STEWART,1998
1929,DEN,Niklas LARSEN,1997
1930,POL,Szymon Wojciech SAJNOK,1997
1931,GBR,Matthew WALLS,1998
1932,BEL,Kenny DE KETELE,1985
1933,KAZ,Artyom ZAKHAROV,1991
1934,AUS,Sam WELSFORD,1996
1935,JPN,Eiya HASHIMOTO,1993
1936,RSA,David MAREE,1989
1937,ITA,Elia VIVIANI,1989
1938,IRL,Mark DOWNEY,1996
1939,GER,Roger KLUGE,1986
1940,AUT,Andreas MUELLER,1979
1941,SUI,Thery SCHIR,1993
1942,FRA,Benjamin THOMAS,1995
1943,POL,Daria PIKULIK,1997
1944,IRL,Emily KAY,1995
1945,NOR,Anita Yvonne STENBERG,1992
1946,LTU,Olivija BALEISYTE,1998
1947,CHN,Jiali LIU,1994
1948,HKG,Yao PANG,1995
1949,POR,Maria MARTINS,1999
1950,BLR,Tatsiana SHARAKOVA,1984
1951,CAN,Allison BEVERIDGE,1993
1952,ITA,Elisa BALSAMO,1998
1953,NZL,Holly EDMONDSTON,1996
1954,EGY,Ebtissam MOHAMED,1996
1955,AUS,Annette EDMONDSON,1991
1956,JPN,Yumi KAJIHARA,1997
1957,USA,Jennifer VALENTE,1994
1958,FRA,Clara COPPONI,1999
1959,ROC,Larisa KOROBEYNIKOVA,1987
1960,FRA,Anita BLAZE,1991
1961,EGY,Yara ELSHARKAWY,1999
1962,FRA,Pauline RANVIER,1994
1963,FRA,Ysaora THIBUS,1991
1964,HUN,Kata KONDRICZ,1998
1965,ITA,Alice VOLPI,1992
1966,ROC,Adelina ZAGIDULLINA,
1967,HUN,Fanni KREISS,1989
1968,JPN,Sera AZUMA,1999
1969,COL,Saskia Loretta VAN ERVEN GARCIA,1987
1970,GER,Leonie EBERT,1999
1971,ALG,Meriem MEBARKI,2003
1972,CAN,Jessica Zi Jia GUO,2005
1973,TUR,Irem KARAMETE,1993
1974,CAN,Kelleigh RYAN,1987
1975,USA,Nicole ROSS,1989
1976,USA,Jacqueline DUBROVICH,1994
1977,JPN,Yuka UENO,
1978,POL,Martyna JELINSKA,1992
1979,HUN,Flora PASZTOR,1998
1980,CAN,Eleanor HARVEY,1995
1981,ITA,Martina BATINI,1989
1982,SGP,Amita BERTHIER,2000
1983,CHN,Qingyuan Chen,1997
1984,EGY,Noura MOHAMED,1998
1985,KOR,Hee Sook JEON,1984
1986,EGY,Noha HANY,2001
1987,USA,Lee KIEFER,1994
1988,ITA,Arianna ERRIGO,1988
1989,TUN,Ines BOUBAKRI,1988
1990,CHI,Katina PROESTAKIS,2002
1991,JPN,Rio AZUMA,1998
1992,ROC,Inna DERIGLAZOVA,1990
1993,JPN,Nozomi SATO,1986
1994,CHN,Yiwen SUN,1992
1995,HKG,Man Wai Vivian KONG,1994
1996,ITA,Federica ISOLA,1999
1997,POL,Ewa TRZEBINSKA,1989
1998,PER,Maria Luisa DOIG,1991
1999,SEN,Ndeye Binta DIONGUE,1988
2000,ITA,Rossella FIAMINGO,1991
2001,UKR,Olena KRYVYTSKA,1987
2002,USA,Courtney HURLEY,1990
2003,KOR,Injeong CHOI,1990
2004,USA,Kelley HURLEY,1988
2005,ROC,Yulia LICHAGINA,1994
2006,POL,Renata KNAPIK-MIAZGA,1988
2007,BRA,Nathalie MOELLHAUSEN,1985
2008,CHN,Sheng LIN,1994
2009,POL,Aleksandra JARECKA,1995
2010,KOR,Young Mi KANG,1985
2011,USA,Katharine HOLMES,1993
2012,CHN,Mingye ZHU,1992
2013,ITA,Mara NAVARRIA,1985
2014,SGP,Kiria Tikanah ABDUL RAHMAN,2000
2015,ROC,Aizanat MURTAZAEVA,2001
2016,KOR,Sera SONG,1993
2017,EST,Julia BELJAJEVA,1992
2018,HKG,Yik Hei Coco LIN,1995
2019,EST,Katrina LEHIS,1994
2020,EST,Erika KIRPU,1992
2021,ROU,Ana Maria POPESCU,1984
2022,TUN,Sarra BESBES,1989
2023,ROC,Violetta KOLOBOVA,1991
2024,FRA,Coraline VITALIS,1995
2025,HKG,Kaylin Sin Yan HSIEH,
2026,UZB,Malika KHAKIMOVA,1996
2027,CZE,Alexander CHOUPENITCH,1994
2028,FRA,Julien MERTINE,1988
2029,MEX,Diego CERVANTES,
2030,HKG,Chun Yin Ryan CHOI,1997
2031,USA,Nick ITKIN,1999
2032,ROC,Vladislav MYLNIKOV,2000
2033,ROC,Anton BORODACHEV,2000
2034,HKG,Ka Long CHEUNG,1997
2035,EGY,Mohamed HAMZA,2000
2036,GER,Peter JOPPICH,1982
2037,CHN,Mengkai HUANG,1997
2038,EGY,Mohamed HASSAN,1997
2039,FRA,Maxime PAUTY,1993
2040,TUN,Mohamed SAMANDI,1986
2041,JPN,Kyosuke MATSUYAMA,1996
2042,HKG,Siu Lun CHEUNG,1985
2043,JPN,Takahiro SHIKINE,1997
2044,CAN,Alex CAI,2000
2045,ROC,Kirill BORODACHEV,2000
2046,BRA,Guilherme TOLDO,1992
2047,FRA,Enzo LEFORT,1991
2048,CAN,Maximilien VAN HAASTER,1992
2049,USA,Alexander MASSIALAS,1994
2050,CAN,Eli SCHENKEL,1992
2051,JPN,Toshiya SAITO,1997
2052,ITA,Alessio FOCONI,1989
2053,KOR,Kwanghyun LEE,1993
2054,ITA,Andrea CASSARA,1984
2055,USA,Gerek MEINHARDT,1990
2056,GBR,Marcus MEPSTEAD,1990
2057,ITA,Daniele GAROZZO,1992
2058,EGY,Alaaeldin ABOUELKASSEM,1990
2059,GER,Benjamin KLEIBRINK,1985
2060,ESP,Carlos LLAVADOR,1992
2061,GER,Andre SANITA,1992
2062,ALG,Salim HEROUI,1999
2063,GER,Matyas SZABO,1991
2064,FRA,Bolade APITHY,1985
2065,CHN,Yingming XU,1992
2066,IRI,Mojtaba ABEDINI,1984
2067,JPN,Kaito STREETS,1994
2068,ROC,Kamil IBRAGIMOV,1993
2069,IRI,Ali PAKDAMAN,1990
2070,IRI,Mohammad RAHBARI,1991
2071,TUN,Fares FERJANI,1997
2072,JPN,Kento YOSHIDA,1992
2073,ITA,Luca CURATOLI,1994
2074,KOR,Bongil GU,1989
2075,ROC,Veniamin RESHETNIKOV,1986
2076,USA,Daryl HOMER,1990
2077,CAN,Shaul GORDON,1994
2078,GER,Benedikt WAGNER,1990
2079,HUN,Tamas DECSI,1982
2080,ROC,Konstantin LOKHANOV,1998
2081,GER,Max HARTUNG,1989
2082,KOR,Sanguk OH,1996
2083,EGY,Mohab SAMER,1995
2084,HUN,Andras SZATMARI,1993
2085,EGY,Ziad ELSISSY,1994
2086,HUN,Aron SZILAGYI,1990
2087,EGY,Mohamed AMER,1997
2088,USA,Eli DERSHWITZ,1995
2089,KOR,Junghwan KIM,1983
2090,JPN,Tomohiro SHIMAMURA,1984
2091,VEN,Jose QUINTERO,1996
2092,ITA,Enrico BERRE',1992
2093,GEO,Sandro BAZADZE,1993
2094,USA,Andrew MACKIEWICZ,1995
2095,ROU,Iulian TEODOSIU,1994
2096,ITA,Luigi SAMELE,1987
2097,ALG,Akram BOUNABI,1999
2098,UZB,Sherzod MAMUTOV,2002
2099,SUI,Max HEINZER,1987
2100,CAN,Marc-Antoine BLAIS-BELANGER,1995
2101,VEN,Ruben LIMARDO GASCON,1985
2102,KOR,Sangyoung PARK,1995
2103,EGY,Mohamed ELSAYED,
2104,CHN,Minghao LAN,1996
2105,HUN,Gergely SIKLOSI,1997
2106,UKR,Roman SVICHKAR,1993
2107,ROC,Pavel SUKHOV,1988
2108,CHN,Zijie WANG,1996
2109,FRA,Romain CANNONE,1997
2110,KOR,Youngjun KWEON,1987
2111,ROC,Sergey KHODOS,1986
2112,FRA,Alexandre BARDENET,1990
2113,ITA,Andrea SANTARELLI,1993
2114,SUI,Benjamin STEFFEN,1982
2115,JPN,Koki KANO,1997
2116,CHN,Chao DONG,1988
2117,NED,Bas VERWIJLEN,1983
2118,FRA,Yannick BOREL,1988
2119,KGZ,Roman PETROV,1991
2120,UKR,Bogdan NIKISHIN,1980
2121,USA,Jacob HOYLE,1994
2122,USA,Curtis MCDOWALD,1996
2123,MAR,Houssam ELKORD,1993
2124,KOR,Segeon MA,1994
2125,CZE,Jakub JURKA,1999
2126,JPN,Kazuyasu MINOBE,1987
2127,ROC,Sergey BIDA,1993
2128,SUI,Michele NIGGELER,1992
2129,KAZ,Ruslan KURBANOV,1991
2130,USA,Yeisser RAMIREZ,1986
2131,ITA,Enrico GAROZZO,1989
2132,JPN,Masaru YAMADA,1994
2133,ITA,Marco FICHERA,1993
2134,UKR,Igor REIZLIN,1984
2135,UZB,Zaynab DAYIBEKOVA,2002
2136,ROC,Sofia POZDNIAKOVA,1997
2137,EGY,Nada HAFEZ,1997
2138,HUN,Anna MARTON,1995
2139,KOR,Jiyeon KIM,1988
2140,ROC,Sofiya VELIKAYA,1985
2141,HUN,Renata KATONA,1994
2142,KOR,Jisu YOON,1993
2143,HUN,Liza PUSZTAI,
2144,USA,Anne-Elizabeth STONE,1990
2145,KOR,Sooyeon CHOI,1990
2146,ARG,Maria Belen PEREZ MAURICE,1985
2147,USA,Mariel ZAGUNIS,1985
2148,CAN,Gabriella PAGE,1994
2149,IND,Bhavani Devi Chadalavada Anandha Sundhararaman,1993
2150,FRA,Charlotte LEMBACH,1988
2151,ALG,Kaouther MOHAMED BELKEBIR,2003
2152,UKR,Olga KHARLAN,1990
2153,FRA,Cecilia BERDER,1989
2154,JPN,Norika TAMURA,1991
2155,ITA,Irene VECCHI,1989
2156,CHN,Jiarui QIAN,1992
2157,JPN,Misaki EMURA,1998
2158,TUN,Amira BEN CHAABANE,1990
2159,TUN,Yasmine DAGHFOUS,2000
2160,CHN,Yaqi SHAO,1996
2161,GRE,Theodora GKOUNTOURA,1997
2162,ROC,Olga NIKITINA,1998
2163,USA,Dagmara WOZNIAK,1988
2164,FRA,Manon BRUNET,1996
2165,JPN,Chika AOKI,1990
2166,ITA,Rossella GREGORIO,1990
2167,ITA,Martina CRISCIO,1994
2168,TUN,Nadia BEN AZIZI,2002
2169,CHN,Hengyu YANG,1996
2170,AZE,Anna BASHTA,1996
2171,TPE,Yang LEE,1995
2172,TPE,Chi-Lin WANG,1995
2173,CHN,Jun Hui LI,1995
2174,CHN,Yu Chen LIU,1995
2175,MAS,Aaron CHIA,1997
2176,MAS,Wooi Yik SOH,1998
2177,INA,Mohammad AHSAN,1987
2178,INA,Hendra SETIAWAN,1984
2179,DEN,Kim ASTRUP,1992
2180,DEN,Anders Skaarup RASMUSSEN,1989
2181,JPN,Hiroyuki ENDO,1986
2182,JPN,Yuta WATANABE,1997
2183,INA,Marcus Fernaldi GIDEON,1991
2184,INA,Kevin Sanjaya SUKAMULJO,1995
2185,JPN,Takeshi KAMURA,1990
2186,JPN,Keigo SONODA,1990
2187,USA,Phillip CHEW,
2188,USA,Ryan CHEW,1996
2189,KOR,Solgyu CHOI,1995
2190,KOR,Seungjae SEO,1997
2191,CAN,Jason HO-SHUE,1998
2192,CAN,Nyl YAKURA,1993
2193,ROC,Vladimir IVANOV,1987
2194,ROC,Ivan SOZONOV,1989
2195,GER,Mark LAMSFUSS,1994
2196,GER,Marvin SEIDEL,1995
2197,GBR,Ben LANE,1997
2198,GBR,Sean VENDY,1996
2199,NGR,Godwin OLOFUA,1999
2200,NGR,Anuoluwapo Juwon OPEYORI,1997
2201,IND,Satwiksairaj RANKIREDDY,2000
2202,IND,Chirag SHETTY,1997
2203,INA,Greysia POLII,1987
2204,INA,Apriyani RAHAYU,1998
2205,CHN,Qing Chen CHEN,1997
2206,CHN,Yi Fan JIA,1997
2207,KOR,Soyeong KIM,1992
2208,KOR,Heeyong KONG,1996
2209,KOR,So Hee LEE,1994
2210,KOR,Seung Chan SHIN,1994
2211,CHN,Yue DU,1998
2212,CHN,Yin Hui LI,1997
2213,JPN,Yuki FUKUSHIMA,1993
2214,JPN,Sayaka HIROTA,1994
2215,JPN,Mayu MATSUMOTO,1995
2216,JPN,Wakana NAGAHARA,1996
2217,NED,Selena PIEK,1991
2218,NED,Cheryl SEINEN,1995
2219,GBR,Chloe BIRCH,1995
2220,GBR,Lauren SMITH,1991
2221,MAS,Mei Kuan CHOW,1994
2222,MAS,Meng Yean LEE,1994
2223,DEN,Maiken FRUERGAARD,1995
2224,DEN,Sara THYGESEN,1991
2225,EGY,Doha HANY,1997
2226,EGY,Hadia HOSNY,1988
2227,CAN,Rachel HONDERICH,1996
2228,CAN,Kristen TSAI,1995
2229,THA,Jongkolphan KITITHARAKUL,1993
2230,THA,Rawinda PRAJONGJAI,1993
2231,AUS,Setyana MAPASA,1995
2232,AUS,Gronya SOMERVILLE,1995
2233,BUL,Gabriela STOEVA,1994
